policy_number,bank_name,routing_number,account_number,account_type,effective_date,org_code
AIL0000023,"WILKINSON, EVERETT AND COLLINS",376834410,9562716638,SAVINGS,2008-06-28,ail
AIL0000024,"BELL, PETERSON AND CARROLL",926108943,3875420006,CHECKING,2019-11-06,ail
AIL0000025,"MILLER, CONRAD AND DAVIS",570112847,8726589846,CHECKING,2012-09-28,ail
AIL0000026,WHITE INC,213700517,3415802569,CHECKING,2006-01-08,ail
AIL0000027,STEWART LTD,279364596,3705512079,CHECKING,2009-09-27,ail
AIL0000028,WANG INC,488306318,7467776722,CHECKING,2008-12-10,ail
AIL0000029,LITTLE GROUP,265673777,8074210432,SAVINGS,2019-12-26,ail
AIL0000030,WILEY AND SONS,979567192,1591728242,CHECKING,2006-09-30,ail
AIL0000031,HOOD-MAY,571489117,9459525070,CHECKING,2012-04-14,ail
AIL0000032,BURGESS LTD,363406114,7329335818,SAVINGS,2010-06-17,ail
AIL0000033,COLLINS GROUP,642264030,1735563832,SAVINGS,2021-09-23,ail
AIL0000034,"MITCHELL, RAMIREZ AND CUNNINGHAM",499900489,7077415683,CHECKING,2016-06-09,ail
AIL0000035,PEREZ-LOPEZ,262791297,7569797910,CHECKING,2009-06-05,ail
AIL0000036,THOMPSON LLC,248170281,8738537544,SAVINGS,2016-01-31,ail
AIL0000037,WOLFE-BAKER,539492534,9152128221,SAVINGS,2024-10-13,ail
AIL0000038,KELLY-COX,131957698,2900861022,CHECKING,2008-05-21,ail
AIL0000039,"MILLS, GALLEGOS AND MCDANIEL",870544763,5052915145,CHECKING,2018-04-07,ail
AIL0000040,JOHNSON PLC,463250759,6647042627,CHECKING,2023-08-28,ail
AIL0000041,MOORE-CARROLL,566081562,5558971767,CHECKING,2015-05-19,ail
AIL0000042,"HAMILTON, BREWER AND FLEMING",808858764,3467704659,SAVINGS,2019-08-15,ail
AIL0000043,CLARK-LYONS,550225634,8484828793,SAVINGS,2015-02-08,ail
AIL0000044,"ARNOLD, PAUL AND ADAMS",108484954,8846920528,CHECKING,2010-07-23,ail
AIL0000045,"AYALA, SCOTT AND MCDONALD",851936102,7029868098,CHECKING,2011-05-07,ail
AIL0000046,WEEKS PLC,684572202,8081357418,CHECKING,2012-07-04,ail
AIL0000047,"WELCH, ALVAREZ AND MCDONALD",423766892,1361983810,SAVINGS,2021-03-26,ail
AIL0000048,WATSON-GRAY,518752374,2219460880,CHECKING,2011-12-17,ail
AIL0000049,"VALENZUELA, MORRIS AND GARCIA",649403202,7664869472,SAVINGS,2013-06-13,ail
AIL0000050,BOOTH-SMITH,912872297,3730248478,CHECKING,2020-01-15,ail
AIL0000051,ALVAREZ-ROGERS,129947975,2111065867,SAVINGS,2022-03-09,ail
AIL0000052,LOPEZ LLC,880083367,3170137829,CHECKING,2007-04-09,ail
AIL0000053,MARTIN-PAYNE,500483008,7474660539,CHECKING,2012-07-21,ail
AIL0000054,GONZALES PLC,151252777,5043037541,SAVINGS,2019-01-05,ail
AIL0000055,WATKINS-NEAL,419933307,5317358673,SAVINGS,2010-04-30,ail
AIL0000056,"ROSS, FLOWERS AND KING",353507570,3557863130,SAVINGS,2023-02-20,ail
AIL0000057,BURKE-OLSON,421265286,3888081200,SAVINGS,2011-04-28,ail
AIL0000058,EVANS-ARELLANO,657987812,4167591308,CHECKING,2008-02-08,ail
AIL0000059,HINES PLC,452022995,8638811983,SAVINGS,2007-04-21,ail
AIL0000060,FISHER LLC,205213639,2769753981,CHECKING,2008-04-22,ail
AIL0000061,"MORALES, JOHNSON AND HUNT",166779947,5853585011,CHECKING,2025-11-14,ail
AIL0000062,TANNER-SANFORD,579065046,5630286975,SAVINGS,2006-10-31,ail
AIL0000063,"GONZALEZ, COMPTON AND WALTON",731617307,8639993987,SAVINGS,2022-10-01,ail
AIL0000064,ALVARADO INC,727391402,9475140777,CHECKING,2008-02-11,ail
AIL0000065,PARKER AND SONS,254990533,3172333857,SAVINGS,2008-05-09,ail
AIL0000066,ELLIS-MARTIN,863592104,2965861527,CHECKING,2011-10-04,ail
AIL0000067,HOPKINS AND SONS,845682242,6208260061,SAVINGS,2025-04-20,ail
AIL0000068,TURNER INC,135011913,4206177239,SAVINGS,2011-07-15,ail
AIL0000069,YOUNG AND SONS,227524085,2755008946,CHECKING,2019-11-26,ail
AIL0000070,DAVIS-SANCHEZ,496839906,7750678214,CHECKING,2016-05-21,ail
AIL0000071,"PETERS, ROWE AND SMITH",661328067,1658437876,SAVINGS,2013-05-17,ail
AIL0000072,COOPER GROUP,427410286,9551366213,SAVINGS,2019-02-03,ail
AIL0000073,"MCDANIEL, HALE AND DURHAM",415660014,3087034313,CHECKING,2012-11-26,ail
AIL0000074,"BENNETT, FORD AND SANCHEZ",252621455,2811432415,SAVINGS,2009-02-02,ail
AIL0000075,HUGHES LLC,404386805,1925915326,SAVINGS,2022-09-29,ail
AIL0000076,ROSS LLC,102239566,2497435811,CHECKING,2017-03-07,ail
AIL0000077,WEISS-CROSS,548367904,6915482645,CHECKING,2024-05-03,ail
AIL0000078,CARLSON-FERGUSON,918138906,8028543315,SAVINGS,2014-10-20,ail
AIL0000079,FREEMAN-YANG,816422822,2928761313,SAVINGS,2020-07-10,ail
AIL0000080,"JOHNSON, BLACKWELL AND THOMPSON",195901227,7054307581,CHECKING,2006-10-09,ail
AIL0000081,WOOD LLC,524554436,9696467331,SAVINGS,2007-04-21,ail
AIL0000082,"MORROW, BISHOP AND WALTON",702416787,3770939734,CHECKING,2020-06-21,ail
AIL0000083,BREWER AND SONS,306616625,4253932355,CHECKING,2019-05-06,ail
AIL0000084,LOPEZ-CLARK,905906132,4852002754,CHECKING,2008-08-03,ail
AIL0000085,DAVIS-CRUZ,806795289,5376458227,CHECKING,2006-07-05,ail
AIL0000086,SIMMONS LLC,363374581,7784127397,CHECKING,2008-06-10,ail
AIL0000087,HUGHES-NICHOLSON,966424854,6671208652,CHECKING,2013-12-05,ail
AIL0000088,GREEN GROUP,627715157,5394882203,SAVINGS,2016-08-12,ail
AIL0000089,MARTIN LTD,293818994,2782138375,SAVINGS,2018-09-22,ail
AIL0000090,"FLOWERS, MARSHALL AND MILLER",510181168,2104570218,CHECKING,2015-02-21,ail
AIL0000091,"OCONNOR, RIOS AND SULLIVAN",206658672,3326924276,SAVINGS,2023-12-19,ail
AIL0000092,MARTIN AND SONS,254655603,6079524369,CHECKING,2024-02-05,ail
AIL0000093,"HUNTER, PARKS AND SMITH",265600378,1726670039,SAVINGS,2016-05-30,ail
AIL0000094,"CHOI, MORALES AND WISE",294838874,9706633966,CHECKING,2013-02-04,ail
AIL0000095,COLEMAN-HARMON,420001194,2674778305,SAVINGS,2006-06-23,ail
AIL0000096,MUNOZ GROUP,252965855,6687472117,SAVINGS,2022-04-02,ail
AIL0000097,"WATSON, WELLS AND ROGERS",988780552,4863329536,CHECKING,2020-04-03,ail
AIL0000098,"BONILLA, RODRIGUEZ AND WHITE",317496560,6310688903,SAVINGS,2007-11-24,ail
AIL0000099,SCHMIDT-REYES,223567680,2156581143,SAVINGS,2008-08-19,ail
AIL0000100,"MILLER, SMITH AND VAUGHAN",599100469,7670604282,CHECKING,2010-08-15,ail
AIL0000101,"LAWRENCE, GONZALEZ AND HESS",619875201,5419119519,CHECKING,2018-10-13,ail
AIL0000102,"BRENNAN, GRAHAM AND MARSHALL",119996117,3899521378,CHECKING,2019-10-11,ail
AIL0000103,MARTINEZ GROUP,919241705,4372469277,SAVINGS,2006-10-28,ail
AIL0000104,RICHARDSON-SMALL,710149111,7041927717,CHECKING,2022-03-15,ail
AIL0000105,"WOOD, SIMMONS AND LEONARD",782683973,3149340695,CHECKING,2019-05-26,ail
AIL0000106,DANIELS AND SONS,500833429,9386407362,SAVINGS,2006-05-06,ail
AIL0000107,KELLY-SMITH,144873906,5175059577,CHECKING,2024-04-28,ail
AIL0000108,EVANS-JOHNSON,164612445,7365941525,SAVINGS,2017-08-07,ail
AIL0000109,HOWARD INC,830142077,3715308155,SAVINGS,2006-02-19,ail
AIL0000110,"RODGERS, WRIGHT AND MILLER",148838858,5595336790,CHECKING,2008-08-01,ail
AIL0000111,MARTINEZ AND SONS,524455403,3999731058,CHECKING,2016-03-05,ail
AIL0000112,"SNYDER, OROZCO AND REED",878542046,2855264537,SAVINGS,2016-05-03,ail
AIL0000113,BARKER-SANCHEZ,832400367,9355465756,SAVINGS,2011-04-24,ail
AIL0000114,"HOOVER, CARROLL AND WILLIAMS",908199028,8334747974,SAVINGS,2005-03-08,ail
AIL0000115,WATSON-THOMAS,364063487,6676393078,CHECKING,2013-12-26,ail
AIL0000116,"LITTLE, MACIAS AND REYES",593705781,2410713142,CHECKING,2015-02-07,ail
AIL0000117,"MILLER, PENNINGTON AND CURRY",794113197,4961067014,SAVINGS,2013-11-01,ail
AIL0000118,MORALES-WHITE,104594803,4871676777,CHECKING,2009-06-19,ail
AIL0000119,"SCOTT, DELGADO AND ANDRADE",543630426,3797168211,CHECKING,2021-01-02,ail
AIL0000120,SANFORD-LEON,993443242,5825033229,SAVINGS,2012-05-10,ail
AIL0000121,"GREEN, TURNER AND PALMER",988485748,7877577855,SAVINGS,2012-07-18,ail
AIL0000122,BENSON INC,290252696,5225369518,CHECKING,2013-04-06,ail
AIL0000123,BERRY-LEWIS,596812325,6123856711,CHECKING,2025-02-27,ail
AIL0000124,HILL-BARKER,337856110,4191781111,SAVINGS,2018-02-02,ail
AIL0000125,HILL LTD,830739665,2536829594,CHECKING,2013-07-12,ail
AIL0000126,JACOBS AND SONS,976474860,4082968468,CHECKING,2005-06-05,ail
AIL0000127,"MITCHELL, SMITH AND CLARK",630223017,9449474170,CHECKING,2025-08-24,ail
AIL0000128,SANDOVAL-HILL,401459841,3602866012,CHECKING,2016-08-20,ail
AIL0000129,GEORGE-DAUGHERTY,310546588,8037029503,CHECKING,2008-11-19,ail
AIL0000130,DAVIS-WALKER,397799667,3121762474,CHECKING,2020-04-08,ail
AIL0000131,"NGUYEN, BROWN AND ROBERTS",808496105,1753890647,CHECKING,2011-09-12,ail
AIL0000132,"LYNCH, MURRAY AND FISHER",900982881,1279384728,SAVINGS,2015-12-20,ail
AIL0000133,"MURPHY, PRICE AND SPEARS",711928993,4674254156,SAVINGS,2017-11-11,ail
AIL0000134,COOPER LLC,305999029,7934038104,SAVINGS,2011-07-08,ail
AIL0000135,CARSON-HERNANDEZ,102099126,9323175775,CHECKING,2019-09-18,ail
AIL0000136,"PORTER, PATEL AND JACKSON",446817822,9568917078,SAVINGS,2011-02-04,ail
AIL0000137,SCOTT-JOHNSON,230693381,7298942042,SAVINGS,2016-11-29,ail
AIL0000138,"FAULKNER, WELCH AND HOFFMAN",655400377,4259973452,CHECKING,2015-08-06,ail
AIL0000139,MILLER-ADKINS,150427906,7222812754,CHECKING,2019-08-24,ail
AIL0000140,"WOOD, CARTER AND STEWART",520755279,6130802891,CHECKING,2025-05-13,ail
AIL0000141,"MCDONALD, MOORE AND RICHARDS",713986637,4468928756,CHECKING,2008-12-05,ail
AIL0000142,"BELL, REYNOLDS AND FORBES",840397560,2073673810,CHECKING,2016-02-11,ail
AIL0000143,POTTER LLC,453502263,2334901018,CHECKING,2017-09-27,ail
AIL0000144,"MANNING, FRITZ AND BROOKS",129928143,7356407384,CHECKING,2016-10-05,ail
AIL0000145,"ANDERSON, LAWSON AND ATKINSON",736225068,9311022862,SAVINGS,2009-04-29,ail
AIL0000146,FOSTER AND SONS,365379125,5758139376,CHECKING,2012-07-24,ail
AIL0000147,DUNCAN AND SONS,465933326,4575635519,SAVINGS,2014-02-04,ail
AIL0000148,WANG LTD,657996830,4410681286,CHECKING,2008-02-26,ail
AIL0000149,PIERCE-BELL,932954653,1536125194,CHECKING,2010-12-28,ail
AIL0000150,BARNES PLC,135802499,6915867055,CHECKING,2010-04-20,ail
AIL0000151,FLORES-COX,940360006,1547762075,SAVINGS,2025-01-28,ail
AIL0000152,BECK LTD,158829061,7984412292,CHECKING,2007-12-31,ail
AIL0000153,"GILL, STEWART AND NICHOLS",209336534,3910117187,CHECKING,2025-06-22,ail
AIL0000154,PEREZ-POWELL,416664467,8945385914,SAVINGS,2020-04-05,ail
AIL0000155,MITCHELL-MIDDLETON,202896950,2765695439,CHECKING,2025-07-29,ail
AIL0000156,BRADSHAW AND SONS,586846620,6943891262,SAVINGS,2008-09-09,ail
AIL0000157,ROBERTS-PATEL,765946168,3659574996,SAVINGS,2025-02-28,ail
AIL0000158,HINES-DOUGLAS,798921553,4362655061,SAVINGS,2006-04-18,ail
AIL0000159,"SOLOMON, REYES AND DELGADO",655353112,1826700966,CHECKING,2021-09-23,ail
AIL0000160,JENKINS-FIELDS,113194760,9880035879,CHECKING,2017-02-20,ail
AIL0000161,"WALKER, LYNCH AND GORDON",715481841,7480667587,SAVINGS,2022-04-01,ail
AIL0000162,GREENE LTD,552052831,7961501559,CHECKING,2015-01-23,ail
AIL0000163,DOUGHERTY-NGUYEN,361082984,1189282613,CHECKING,2024-04-18,ail
AIL0000164,JACKSON LTD,434649743,7805471449,SAVINGS,2009-12-30,ail
AIL0000165,COHEN-CRANE,434135828,1625453276,SAVINGS,2017-03-19,ail
AIL0000166,PAUL LTD,431436631,7886247727,SAVINGS,2009-03-25,ail
AIL0000167,ARNOLD-BOYER,496028184,5167282477,CHECKING,2005-05-09,ail
AIL0000168,ELLIS LTD,161544356,5529503814,SAVINGS,2020-01-28,ail
AIL0000169,THOMPSON LTD,309816802,5194081855,CHECKING,2024-05-16,ail
AIL0000170,MORRIS LLC,943170597,5588759271,CHECKING,2012-02-26,ail
AIL0000171,KLINE AND SONS,817109365,8268862104,SAVINGS,2024-08-27,ail
AIL0000172,"MURRAY, SANCHEZ AND MORRISON",761535711,6581875190,SAVINGS,2018-04-09,ail
AIL0000173,ROBLES GROUP,274246814,5745285588,CHECKING,2019-06-07,ail
AIL0000174,"DAVIDSON, LARA AND MASSEY",632501508,9605813398,CHECKING,2009-02-15,ail
AIL0000175,SANCHEZ LTD,844339911,6283986629,CHECKING,2015-05-22,ail
AIL0000176,SMITH INC,356644737,8793873887,SAVINGS,2010-09-20,ail
AIL0000177,"RHODES, CAMACHO AND COWAN",320456760,2719329399,CHECKING,2021-04-02,ail
AIL0000178,JONES-BUTLER,489571951,1042486233,SAVINGS,2009-03-22,ail
AIL0000179,WARE-MEDINA,132231138,3382382306,CHECKING,2025-05-06,ail
AIL0000180,"FRANK, HOLLAND AND FERGUSON",412003832,2891538480,SAVINGS,2007-08-20,ail
AIL0000181,GONZALES LTD,147142443,5188921469,CHECKING,2010-05-15,ail
AIL0000182,CARTER GROUP,312412969,2220204027,CHECKING,2013-01-22,ail
AIL0000183,"MACK, COX AND MORAN",381319126,4087380028,SAVINGS,2021-03-16,ail
AIL0000184,"SOTO, ALEXANDER AND COBB",695395166,2056408479,CHECKING,2014-04-14,ail
AIL0000185,THOMAS LLC,123076889,1434608701,CHECKING,2018-02-06,ail
AIL0000186,"MOLINA, RODRIGUEZ AND JACKSON",506865213,4801095574,SAVINGS,2023-09-10,ail
AIL0000187,DOUGLAS-THOMAS,325740666,6605243179,CHECKING,2021-03-25,ail
AIL0000188,POPE AND SONS,496898624,8771690787,CHECKING,2021-02-26,ail
AIL0000189,DAVIS-MAY,665783275,9081684463,CHECKING,2016-10-02,ail
AIL0000190,ELLIS LTD,227231238,4969217513,CHECKING,2014-04-02,ail
AIL0000191,GOODWIN-SHERMAN,305816222,7582272381,SAVINGS,2016-05-05,ail
AIL0000192,PHILLIPS-WALLACE,441397938,7870011337,CHECKING,2005-05-09,ail
AIL0000193,LYONS-CARROLL,149601706,3522545423,SAVINGS,2011-03-01,ail
AIL0000194,"JOHNSON, TAYLOR AND BOYD",947813439,5933057363,CHECKING,2007-05-27,ail
AIL0000195,WALKER LLC,157186389,3100198814,CHECKING,2023-04-15,ail
AIL0000196,"COX, CARTER AND DUFFY",942527868,1278627610,SAVINGS,2015-04-19,ail
AIL0000197,BRADLEY LLC,906710856,6902427921,SAVINGS,2019-08-31,ail
AIL0000198,MARQUEZ-NUNEZ,292198192,8277863632,SAVINGS,2019-04-14,ail
AIL0000199,MANNING LTD,608693948,1157215100,CHECKING,2024-03-30,ail
AIL0000200,THOMAS LLC,317970120,6301641456,CHECKING,2024-11-27,ail
AIL0000201,SCOTT-PEREZ,428563967,8913183466,SAVINGS,2011-04-16,ail
AIL0000202,AGUILAR AND SONS,691150686,1364036788,CHECKING,2008-03-27,ail
AIL0000203,"SMITH, DIAZ AND ROMERO",416805398,2510002930,CHECKING,2013-09-23,ail
AIL0000204,"SULLIVAN, MONTGOMERY AND JACKSON",599561727,6739682547,SAVINGS,2020-06-17,ail
AIL0000205,SCHNEIDER-MATTHEWS,602029048,7152564962,SAVINGS,2006-09-15,ail
AIL0000206,"EDWARDS, BROOKS AND GRIMES",963830093,7431898475,SAVINGS,2005-08-31,ail
AIL0000207,WONG-HARRELL,510567661,1106163845,SAVINGS,2013-06-03,ail
AIL0000208,THOMPSON-PRINCE,351030533,5620905678,CHECKING,2022-11-25,ail
AIL0000209,BARNETT INC,416236101,3764474604,SAVINGS,2022-08-01,ail
AIL0000210,WALKER-CLARK,344535679,1422663925,CHECKING,2014-12-23,ail
AIL0000211,RAMIREZ LTD,486801418,9754351898,CHECKING,2015-01-25,ail
AIL0000212,SANTOS LLC,458369754,6709047877,SAVINGS,2017-06-07,ail
AIL0000213,STEVENS-DURHAM,900164591,2178816289,CHECKING,2022-06-23,ail
AIL0000214,LARSEN PLC,907865473,2121568215,SAVINGS,2013-07-16,ail
AIL0000215,FIGUEROA LLC,402629052,8826756941,SAVINGS,2011-03-11,ail
AIL0000216,"JOHNSON, SIMS AND CRANE",535679851,5346037554,CHECKING,2019-01-08,ail
AIL0000217,"JONES, TRAN AND NICHOLS",526818051,1977442187,CHECKING,2013-11-16,ail
AIL0000218,"MEDINA, MILLER AND YATES",609424194,8792778835,SAVINGS,2023-06-22,ail
AIL0000219,KNIGHT-WRIGHT,950312143,5663801308,CHECKING,2013-12-07,ail
AIL0000220,ROBLES-WHITE,560412945,8292602216,CHECKING,2012-04-23,ail
AIL0000221,"MATHEWS, PEREZ AND LOVE",571029923,3398510824,SAVINGS,2017-08-25,ail
AIL0000222,WILLIAMS PLC,249196669,5846207636,CHECKING,2020-11-20,ail
AIL0000223,ARNOLD-DAVIS,636656386,8878253700,SAVINGS,2022-11-06,ail
AIL0000224,QUINN INC,342118734,7095191322,SAVINGS,2021-01-16,ail
AIL0000225,MILLS INC,919094911,7603958937,SAVINGS,2013-12-28,ail
AIL0000226,PEREZ PLC,730238228,9689748933,CHECKING,2013-01-24,ail
AIL0000227,"WOODS, GARCIA AND KEITH",249394788,9018466673,SAVINGS,2019-10-02,ail
AIL0000228,FLORES LTD,319263036,9369571318,CHECKING,2013-12-18,ail
AIL0000229,GONZALEZ INC,673904893,2659720707,SAVINGS,2009-12-24,ail
AIL0000230,MILLER-GONZALEZ,216649547,9426460165,SAVINGS,2015-05-22,ail
AIL0000231,"LAWRENCE, GEORGE AND EVANS",200117306,1736259025,CHECKING,2025-08-25,ail
AIL0000232,PERKINS INC,134423255,7886395561,CHECKING,2022-08-04,ail
AIL0000233,"TANNER, WATERS AND LEE",300459123,1854693080,SAVINGS,2012-02-26,ail
AIL0000234,"MENDEZ, BRYANT AND SMITH",404746849,1884300678,SAVINGS,2012-09-11,ail
AIL0000235,GUZMAN-VASQUEZ,808207780,3252262370,SAVINGS,2012-06-04,ail
AIL0000236,MURPHY GROUP,161689886,1047446910,SAVINGS,2019-09-29,ail
AIL0000237,"CAMPBELL, BREWER AND BAKER",541158894,2679784362,CHECKING,2005-02-06,ail
AIL0000238,"WRIGHT, HILL AND HOFFMAN",238660514,7599015485,SAVINGS,2017-01-16,ail
AIL0000239,GARRETT-RODRIGUEZ,897943460,5590302102,CHECKING,2024-05-07,ail
AIL0000240,FREEMAN LLC,239513727,4738550295,SAVINGS,2007-07-25,ail
AIL0000241,"RUIZ, MARTIN AND JONES",564071937,8150229969,CHECKING,2011-09-03,ail
AIL0000242,CHAMBERS-DAVIS,748228085,7266170179,CHECKING,2011-11-07,ail
AIL0000243,PETERSON-MCDANIEL,107992185,5256678151,SAVINGS,2017-11-22,ail
AIL0000244,LEE INC,168687310,8836522697,CHECKING,2008-11-20,ail
AIL0000245,LEWIS PLC,664634125,7403618535,SAVINGS,2015-02-12,ail
AIL0000246,FLORES-MORENO,718617836,9757802469,CHECKING,2013-08-12,ail
AIL0000247,COHEN PLC,409142921,9241594992,SAVINGS,2015-12-18,ail
AIL0000248,DUNCAN AND SONS,851959157,8698070838,SAVINGS,2011-03-02,ail
AIL0000249,MOORE-MIRANDA,758233277,4650051715,SAVINGS,2016-02-10,ail
AIL0000250,PHELPS PLC,367506478,7150722234,SAVINGS,2023-06-20,ail
AIL0000251,"MOORE, FRYE AND ZAVALA",807681800,3442183999,SAVINGS,2007-04-19,ail
AIL0000252,"LARSON, BUTLER AND BARBER",850164093,5061696296,CHECKING,2024-05-04,ail
AIL0000253,CANTU GROUP,269578434,4935462811,CHECKING,2021-07-18,ail
AIL0000254,WOOD-TORRES,629878254,2583692176,CHECKING,2008-02-15,ail
AIL0000255,"GOMEZ, MCGEE AND COLE",641589839,6695183060,SAVINGS,2017-01-31,ail
AIL0000256,ELLIOTT-FARMER,276994644,2085624355,CHECKING,2016-07-16,ail
AIL0000257,GILL GROUP,596248563,1114752423,SAVINGS,2011-03-22,ail
AIL0000258,SCHMITT LLC,509262673,6129924345,CHECKING,2023-08-01,ail
AIL0000259,"TRUJILLO, PROCTOR AND WANG",111529159,2076343427,CHECKING,2019-01-31,ail
AIL0000260,CARDENAS AND SONS,451232074,7288886727,SAVINGS,2021-10-26,ail
AIL0000261,BATES LLC,173269109,9944478245,CHECKING,2005-01-21,ail
AIL0000262,WALL-JOHNSON,866202339,9375265373,CHECKING,2013-12-03,ail
AIL0000263,GIBBS-NGUYEN,605504475,8818673092,CHECKING,2023-07-31,ail
AIL0000264,"STEVENSON, SALINAS AND WILLIAMSON",283168644,4601312262,CHECKING,2025-01-20,ail
AIL0000265,GATES-RODRIGUEZ,290306358,2263341689,SAVINGS,2025-11-05,ail
AIL0000266,MARTIN LTD,280875434,9923160916,CHECKING,2007-12-17,ail
AIL0000267,DAVID-WATKINS,827334609,2173609562,SAVINGS,2013-01-31,ail
AIL0000268,HARRINGTON GROUP,484492979,1764247480,CHECKING,2021-04-14,ail
AIL0000269,"MOYER, MCCARTHY AND WRIGHT",824823116,3286205964,SAVINGS,2015-09-12,ail
AIL0000270,"WILLIS, BROWN AND BROWN",848121420,5736461116,SAVINGS,2023-04-30,ail
AIL0000271,HILL-WOOD,576727072,9815056399,CHECKING,2010-02-19,ail
AIL0000272,RODRIGUEZ-TAYLOR,152253317,8612441673,CHECKING,2008-01-29,ail
AIL0000273,"JONES, ROWLAND AND OCONNOR",368113097,2024522901,CHECKING,2020-03-10,ail
AIL0000274,SAWYER PLC,117221150,2811113558,CHECKING,2021-03-16,ail
AIL0000275,ANDREWS-HOFFMAN,461976234,4524134708,CHECKING,2009-11-15,ail
AIL0000276,SANCHEZ-ARMSTRONG,336832921,3852325403,CHECKING,2014-08-19,ail
AIL0000277,"GREEN, SCHMIDT AND CARTER",147258075,6700029200,CHECKING,2021-03-05,ail
AIL0000278,TAYLOR INC,770737907,7621562469,SAVINGS,2019-10-08,ail
AIL0000279,"DAWSON, EDWARDS AND CASTANEDA",229712269,1998185368,CHECKING,2006-03-24,ail
AIL0000280,BURGESS-LEWIS,482870919,2388854268,CHECKING,2024-12-07,ail
AIL0000281,MCDONALD-MURRAY,531793991,8103844811,CHECKING,2014-06-10,ail
AIL0000282,GONZALEZ-MATA,517885994,6208798644,CHECKING,2022-04-12,ail
AIL0000283,SCOTT-ADKINS,170884445,7974637746,CHECKING,2022-09-14,ail
AIL0000284,TAYLOR LTD,172296393,4803021963,SAVINGS,2014-07-02,ail
AIL0000285,SIMMONS-SHAFFER,423769928,5254054712,CHECKING,2006-11-16,ail
AIL0000286,DECKER INC,370518677,5119022697,SAVINGS,2019-03-25,ail
AIL0000287,"BROOKS, KNIGHT AND FORBES",777395712,8285619035,CHECKING,2014-09-30,ail
AIL0000288,"MARKS, MURPHY AND RYAN",456532271,8248294618,SAVINGS,2008-12-09,ail
AIL0000289,ANDREWS-WALTERS,172492053,2439265956,SAVINGS,2012-10-11,ail
AIL0000290,"JONES, DAVIS AND GRANT",510568162,4186066547,CHECKING,2022-07-09,ail
AIL0000291,SCHMIDT PLC,349758689,9681045368,CHECKING,2016-10-01,ail
AIL0000292,BERRY GROUP,431623688,1340975920,CHECKING,2006-03-31,ail
AIL0000293,"SANTOS, LEE AND JONES",502141680,7436981246,CHECKING,2017-11-15,ail
AIL0000294,"JORDAN, HILL AND HAYES",262855048,2613825121,CHECKING,2006-01-12,ail
AIL0000295,"HERNANDEZ, RIVERA AND WHITE",355619239,9357475916,SAVINGS,2017-05-27,ail
AIL0000296,"MORGAN, ROSE AND SCHWARTZ",244168106,6489511283,CHECKING,2006-10-01,ail
AIL0000297,PRESTON-MORALES,659282971,8785532495,CHECKING,2006-01-12,ail
AIL0000298,SMITH-CLAYTON,345897637,6717762282,CHECKING,2011-12-21,ail
AIL0000299,SMITH LLC,320994787,3316326341,CHECKING,2011-10-26,ail
AIL0000300,HERNANDEZ-FOLEY,960552321,4090238502,SAVINGS,2021-06-06,ail
AIL0000301,"CRAIG, NGUYEN AND ELLIS",659926223,2381420377,SAVINGS,2005-07-15,ail
AIL0000302,"GONZALEZ, UNDERWOOD AND SCHAEFER",776223826,1025953043,SAVINGS,2019-09-29,ail
